I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.|1.0|-4.218035697937012|2.366771697998047|-3.6850221157073975|-3.617485523223877|-4.558880805969238|-2.8071677684783936|-2.3966174125671387|0.0|1.0|0.0|0.0|0.0|0.0|0.0
My mother and my sister carried on picking at me all day long for no reason at all and I ended up getting angry.|2.0|-3.6068482398986816|-4.132437705993652|2.0695085525512695|-3.2554433345794678|-3.6836836338043213|-3.1241965293884277|-3.2381606101989746|0.0|0.0|1.0|0.0|0.0|0.0|0.0
When I see that my mother forces my little brother (15 years) to work very hard for school. I don't agree that she constantly puts him to work, but I don't tell it to her, so nothing changes.|3.0|-3.5840089321136475|-4.450235366821289|-2.904799461364746|1.9325079917907715|-4.5067901611328125|-2.4334352016448975|-3.248793601989746|0.0|0.0|0.0|1.0|0.0|0.0|0.0
When we got a young dog.|4.0|-3.939943790435791|-4.163779258728027|-4.15308952331543|-3.882129669189453|3.3811261653900146|-4.054882049560547|-3.81966495513916|0.0|0.0|0.0|0.0|1.0|0.0|0.0
I am a teacher in arts and crafts (boys from 15-16 years). for them it is obligatory and they dislike it. They tease me. When one of them cut up some material I flared up.|2.0|-4.270425796508789|-4.629021644592285|1.2753920555114746|-3.5743565559387207|-4.381077766418457|-2.3180811405181885|-2.6262035369873047|0.0|0.0|1.0|0.0|0.0|0.0|0.0
When I saw my brother being attacked and I could not do anything.|2.0|-2.947080612182617|-2.719217300415039|-0.9558183550834656|-2.514338970184326|-6.094734191894531|-4.124294281005859|-3.2496933937072754|0.0|0.0|1.0|0.0|0.0|0.0|0.0
When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier.|5.0|-3.5368411540985107|-3.473489761352539|-3.4442825317382812|-2.8148558139801025|-3.6619985103607178|2.230879068374634|-2.8913700580596924|0.0|0.0|0.0|0.0|0.0|1.0|0.0
After I had cheated my parents that I had lost my textbooks so they had to send me money.|3.0|-4.3071513175964355|-4.567570209503174|-3.730483055114746|1.3918638229370117|-4.4733734130859375|-0.9821457266807556|-3.2979421615600586|0.0|0.0|0.0|1.0|0.0|0.0|0.0
When I see rotten meat.|6.0|-3.439842462539673|-3.865072011947632|-3.1208548545837402|-3.3179821968078613|-3.7023544311523438|-3.535060167312622|2.9808552265167236|0.0|0.0|0.0|0.0|0.0|0.0|1.0
Going to a friend's wedding and seeing many of my old friends whom I had known before I moved to a new district five years previously.|4.0|-4.025387287139893|-4.101047515869141|-4.261115074157715|-3.959455966949463|3.213759183883667|-3.9550559520721436|-4.1054487228393555|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When my sister had the opportunity to do some modelling work. And I was quite jealous - later on the photographer decided not to take her photograph, and she was very upset - I felt guilty as a result, almost as if I had caused her to lose her opportunity, by not being genuinely happy for her in the first place.|3.0|-3.1665165424346924|-3.9129815101623535|-3.4730114936828613|2.4981629848480225|-3.607974052429199|-2.6165781021118164|-3.3064794540405273|0.0|0.0|0.0|1.0|0.0|0.0|0.0
When I was a child my parents caught me with a pornographic magazine.|5.0|-3.986588954925537|-3.42525053024292|-3.507671356201172|-2.7870326042175293|-3.8816614151000977|1.8790369033813477|-2.629163980484009|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed.|5.0|-3.6274354457855225|-3.47214412689209|-3.4232401847839355|-2.86887788772583|-3.5850396156311035|2.27005672454834|-2.8796443939208984|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her.|2.0|-4.187180519104004|-4.7699384689331055|1.115159034729004|-3.10159969329834|-4.629074573516846|-2.3277218341827393|-1.60319983959198|0.0|0.0|1.0|0.0|0.0|0.0|0.0
Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone.|1.0|-4.051467418670654|3.3551838397979736|-3.6906230449676514|-3.7487308979034424|-4.0368499755859375|-3.7888071537017822|-3.850661277770996|0.0|1.0|0.0|0.0|0.0|0.0|0.0
After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy.|4.0|-4.125676155090332|-4.0031538009643555|-4.161492347717285|-3.941250801086426|3.287208080291748|-3.971919059753418|-4.091847896575928|0.0|0.0|0.0|0.0|1.0|0.0|0.0
We got into a fight with some chaps in front of our family house. The value of the property destroyed was approximately 15 000 FIM. I felt ashamed when my parents came to know about this.|5.0|-3.6894779205322266|-3.320101261138916|-3.497576951980591|-3.033407211303711|-3.5591249465942383|2.176929473876953|-2.9129743576049805|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When my friend who was drunk insulted me in public for no reason at all.|6.0|-4.242860794067383|-4.772891998291016|-0.12102428078651428|-4.362278938293457|-4.110579013824463|-3.2517576217651367|0.32696467638015747|0.0|0.0|0.0|0.0|0.0|0.0|1.0
Disgust with myself for consistently making foolish errors in communicating with others (asking for 1/2 Kg of nuts when I only wanted 50 g).|6.0|-3.9524402618408203|-3.881638526916504|-3.430227756500244|-3.4641120433807373|-4.229710578918457|-2.904527187347412|2.576136589050293|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I was afraid when I met my Uncle because this time I was with my boyfriend I thought I was not going to be given pocket money.|1.0|-4.202810287475586|3.20320463180542|-3.860609531402588|-3.799339771270752|-4.116412162780762|-3.5764074325561523|-3.9368491172790527|0.0|1.0|0.0|0.0|0.0|0.0|0.0
When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.|1.0|-4.077008247375488|-4.282696723937988|-3.7581405639648438|-4.305555820465088|2.5351548194885254|-4.036670684814453|-3.8821065425872803|0.0|1.0|0.0|0.0|0.0|0.0|0.0
A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner.|2.0|-4.16190242767334|-4.223143100738525|1.6011526584625244|-3.4286279678344727|-4.621491432189941|-2.709878921508789|-1.9618761539459229|0.0|0.0|1.0|0.0|0.0|0.0|0.0
I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person.|1.0|-4.192655563354492|3.038780689239502|-3.877685785293579|-3.7623980045318604|-4.180732727050781|-3.660529613494873|-4.102044105529785|0.0|1.0|0.0|0.0|0.0|0.0|0.0
I lent a text-book to a person I did not know very well, they lost the text-book and gave me no compensation.|2.0|-3.425074577331543|-4.606100082397461|1.46378493309021|-2.9315171241760254|-4.344827651977539|-2.9378511905670166|-2.009610414505005|0.0|0.0|1.0|0.0|0.0|0.0|0.0
My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to.|0.0|2.1063265800476074|-5.047709941864014|-2.7018632888793945|-3.1663551330566406|-4.673343658447266|-3.9965360164642334|-2.721104621887207|1.0|0.0|0.0|0.0|0.0|0.0|0.0
My boy-friend had promised me to come home at about 10 p.m. He did not return until midnight and had consumed a lot of alcohol.|2.0|-3.8625969886779785|-3.947021961212158|1.4876322746276855|-3.887051582336426|-4.090256690979004|-3.8751139640808105|-1.7052881717681885|0.0|0.0|1.0|0.0|0.0|0.0|0.0
I had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and I looked as an old man when I was in those shoes.|5.0|-3.620044708251953|-4.191734790802002|-2.9404966831207275|-2.669326066970825|-4.337465286254883|1.6386295557022095|-2.1526660919189453|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When I could study at university.|4.0|-3.814340114593506|-3.8624064922332764|-4.345631122589111|-4.1193084716796875|3.079281806945801|-4.030682563781738|-3.9661924839019775|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When I learnt that I had been accepted at the medical school.|4.0|-4.004645347595215|-4.072503089904785|-4.218458652496338|-3.987457275390625|3.186537981033325|-4.032837390899658|-4.019800662994385|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When I saw my family after a separation of one year.|4.0|-3.7275314331054688|-4.1313347816467285|-4.320235252380371|-3.953597068786621|3.175715446472168|-4.1801371574401855|-4.059542655944824|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When my parents quarelled over something I had done and which was wrong.|3.0|-4.1794633865356445|-5.338381290435791|-1.9333434104919434|0.2993288040161133|-5.3186750411987305|-2.244731903076172|-3.5871963500976562|0.0|0.0|0.0|1.0|0.0|0.0|0.0
Death of my grandmother.|0.0|2.95503830909729|-3.934857130050659|-3.824725389480591|-3.4484617710113525|-4.018437385559082|-3.7307815551757812|-3.3945648670196533|1.0|0.0|0.0|0.0|0.0|0.0|0.0
My best friend had a relatively severe illness.  I was sad because she was suffering.|0.0|2.949296236038208|-4.052865028381348|-3.884403705596924|-3.355316162109375|-3.9128637313842773|-3.705960750579834|-3.42972993850708|1.0|0.0|0.0|0.0|0.0|0.0|0.0
When inadvertantly I found myself in the ladies room.|5.0|-3.9956214427948|-4.582259178161621|-3.380411148071289|-2.283175230026245|-3.6250877380371094|1.6486730575561523|-2.653015613555908|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When I had slept with a boy for the first time I felt ashamed for three reasons. First, because I was only 13 years old, second, because I did not really like him, third, because he had caught me napping.|5.0|-3.557241439819336|-3.5005440711975098|-3.3943262100219727|-2.842660903930664|-3.673888683319092|2.303917407989502|-2.8694658279418945|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When I had been angry at my friend without any reason.|5.0|-4.447170257568359|-4.692870616912842|-1.6309198141098022|0.24842700362205505|-5.099661350250244|-1.9107354879379272|-4.273923873901367|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I've always defended my sister when needed, at the expense of my brother. This has led to feelings of guilt towards him.|3.0|-3.14224910736084|-3.8607771396636963|-3.6970326900482178|2.4120917320251465|-3.6223907470703125|-2.5622029304504395|-3.47709321975708|0.0|0.0|0.0|1.0|0.0|0.0|0.0
When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend.|2.0|-4.341817855834961|-4.749751091003418|0.5840268135070801|-4.035926342010498|-4.24937629699707|-2.855534315109253|-0.48267054557800293|0.0|0.0|1.0|0.0|0.0|0.0|0.0
I was walking along the passage to my room (very near the anatomy laboratory) and I heard something and felt that there was some thing behind me.  I looked back and there was no one.  I started imagining that maybe it was a corpse.|1.0|-4.242855072021484|2.8056483268737793|-3.831338405609131|-3.850379467010498|-4.1786041259765625|-3.4047093391418457|-2.5410470962524414|0.0|1.0|0.0|0.0|0.0|0.0|0.0
[ In an aeroplane.]|1.0|-4.687178611755371|1.3305635452270508|-4.602069854736328|-4.500970840454102|-3.30428409576416|-3.618628978729248|-3.1100802421569824|0.0|1.0|0.0|0.0|0.0|0.0|0.0
When I boarded Yanu Yanu bus I sat near a man who was smoking tobacco.|6.0|-4.061755180358887|-4.022514343261719|-2.968593120574951|-3.7750749588012695|-4.198835372924805|-3.0216879844665527|2.5046534538269043|0.0|0.0|0.0|0.0|0.0|0.0|1.0
Finding out that I can go to your English lectures.|4.0|-4.119458198547363|-3.7159504890441895|-4.2649126052856445|-4.116812229156494|3.140369176864624|-4.040616989135742|-4.006158828735352|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When I told the driver at my workplace to lie and tell the boss that it was not me who was responsible for the delay.  The boss was very annoyed and the driver was punished and a day's salary was taken away from him.|3.0|-4.707937717437744|-4.366875648498535|-3.29758882522583|0.7826445698738098|-4.800536155700684|-1.0316115617752075|-3.8820366859436035|0.0|0.0|0.0|1.0|0.0|0.0|0.0
I was to meet one of my friends (girl) at the library at 8:00 already dark. She would be walking alone. She was 45 minutes late but I kept waiting, calling her room and other places she could have been.|1.0|-4.290287971496582|2.942007541656494|-3.163053035736084|-3.3147010803222656|-4.641533851623535|-3.538616418838501|-3.8443846702575684|0.0|1.0|0.0|0.0|0.0|0.0|0.0
Borrowing a car, and then having a minor accident (breaking a headlight).|3.0|-4.423717498779297|-4.1562910079956055|-3.3140816688537598|0.8451169729232788|-4.88029670715332|-0.7219966650009155|-3.825526475906372|0.0|0.0|0.0|1.0|0.0|0.0|0.0
A friend of mine got encouragement and I did not, as the supervisor did not like me.|3.0|-3.640120029449463|-5.346923828125|-2.517237424850464|0.4755968749523163|-5.714320182800293|-1.1161426305770874|-3.178617000579834|0.0|0.0|0.0|1.0|0.0|0.0|0.0
Always, and this happens often when I do not keep my word.|3.0|-3.96893048286438|-4.2867231369018555|-3.2042999267578125|1.682478427886963|-4.745203018188477|-1.5561113357543945|-3.513160467147827|0.0|0.0|0.0|1.0|0.0|0.0|0.0
I'm very disgusted when I see people abusing their body with drugs and alcohol. They take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly.|6.0|-3.689842462539673|-3.661345958709717|-3.3692102432250977|-3.413126230239868|-3.742293119430542|-3.5813522338867188|2.8422181606292725|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I am ashamed when I am not prepared in a subject and I have to answer in the presence of the patients.|5.0|-3.7199177742004395|-3.250579357147217|-3.448479652404785|-3.005981922149658|-3.6896724700927734|2.138068199157715|-3.046121597290039|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I was disgusted to find out that the water isn't filtered or purified before it leaves Latimer Hall from the drains.|6.0|-3.5846915245056152|-3.6925063133239746|-3.384187698364258|-3.3684206008911133|-3.808056116104126|-3.5529472827911377|2.6615724563598633|0.0|0.0|0.0|0.0|0.0|0.0|1.0
Being treated unfairly.|2.0|-3.8952550888061523|-5.307403564453125|0.48797962069511414|-3.757266044616699|-4.62099552154541|-2.8840670585632324|-1.1251170635223389|0.0|0.0|1.0|0.0|0.0|0.0|0.0
When I had my children.|4.0|-3.9602513313293457|-4.093361854553223|-4.245934963226318|-3.90610408782959|3.337040901184082|-4.025392055511475|-3.959230422973633|0.0|0.0|0.0|0.0|1.0|0.0|0.0
Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded).|5.0|-4.9382548332214355|-4.128293991088867|-2.9373672008514404|-0.8261075019836426|-4.186123371124268|0.3746334910392761|-3.753767967224121|0.0|0.0|0.0|0.0|0.0|1.0|0.0
Continous fear of a nuclear war.|1.0|-3.923508644104004|2.923645496368408|-4.0540289878845215|-4.16575288772583|-3.8989593982696533|-4.184438705444336|-3.64463210105896|0.0|1.0|0.0|0.0|0.0|0.0|0.0
I met a friend in a discotheque. he was with a girl and he told me that she was not his girlfriend.  I, to say something, commented that she must be a viscious woman.  He then told me that she was his girl.|5.0|-3.618180990219116|-4.744107246398926|-3.119425058364868|-2.881582021713257|-3.083681583404541|1.2539446353912354|-2.400484561920166|0.0|0.0|0.0|0.0|0.0|1.0|0.0
Unjust accusations directed at me and my way of acting, by someone close to me.  |2.0|-4.025901794433594|-4.582956314086914|1.7418670654296875|-3.4286389350891113|-3.925189971923828|-2.9456167221069336|-2.515226125717163|0.0|0.0|1.0|0.0|0.0|0.0|0.0
I was angry at the Cafeteria when the cook scolded and said many bad things about me without reason. He thought I was among the girls who did him wrong.|2.0|-3.5980396270751953|-4.0824761390686035|2.108914852142334|-3.7287073135375977|-3.8051137924194336|-3.212289810180664|-2.593045234680176|0.0|0.0|1.0|0.0|0.0|0.0|0.0
My mother had not come home at midnight.  She had forgotten to tell me about it.  I was very young and all alone at home.|1.0|-4.442255020141602|1.9404852390289307|-3.3337795734405518|-3.4779648780822754|-5.161816596984863|-3.227959394454956|-4.4173736572265625|0.0|1.0|0.0|0.0|0.0|0.0|0.0
When our school was raided by the pupils of the boys secondary school who beat us up.|1.0|-4.5301642417907715|3.0346813201904297|-2.9068093299865723|-4.06927490234375|-3.9639599323272705|-3.550093173980713|-3.6912567615509033|0.0|1.0|0.0|0.0|0.0|0.0|0.0
A very close friend left me.|0.0|2.854524612426758|-4.1211419105529785|-3.6327474117279053|-3.562025308609009|-4.02071475982666|-3.6893246173858643|-3.439603805541992|1.0|0.0|0.0|0.0|0.0|0.0|0.0
Saw in TV that China had the most gold medals in the Asian Olympic.|4.0|-3.977947235107422|-4.520453453063965|-4.037444591522217|-3.928271532058716|3.006237268447876|-3.925856590270996|-3.7331595420837402|0.0|0.0|0.0|0.0|1.0|0.0|0.0
My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.|1.0|-4.775869369506836|2.2341790199279785|-4.3501973152160645|-4.19426155090332|-4.279003620147705|-2.0176188945770264|-3.710329055786133|0.0|1.0|0.0|0.0|0.0|0.0|0.0
That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.|4.0|-4.192336082458496|-4.061087608337402|-4.132822513580322|-3.8968915939331055|3.333646774291992|-3.9128167629241943|-3.9787909984588623|0.0|0.0|0.0|0.0|1.0|0.0|0.0
When the person I'm having the affair with won't talk to me in public.|2.0|-4.021458625793457|-3.598432779312134|1.3213541507720947|-3.823195219039917|-4.290365219116211|-2.9833478927612305|-1.9613897800445557|0.0|0.0|1.0|0.0|0.0|0.0|0.0
When a friend of mine got drunk and started to blame and scorn my other friends and me.|6.0|-3.7890076637268066|-4.082118034362793|-2.7400126457214355|-3.526700019836426|-3.8893275260925293|-3.4060986042022705|2.8676018714904785|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I escaped from communicating with God for a long time.  I did not read the scriptures and I did not pray.  I felt that I was getting further and further away from God.  I felt guilty as this was because of my laziness.|3.0|-3.1311283111572266|-3.807502508163452|-3.608367919921875|2.5040388107299805|-3.4855234622955322|-2.5545437335968018|-3.403318166732788|0.0|0.0|0.0|1.0|0.0|0.0|0.0
I found myself involved in a fight in which a person died and I had to intervene with some risk.|1.0|-3.9197397232055664|2.855165719985962|-2.886826515197754|-3.5736889839172363|-4.85023307800293|-3.7055797576904297|-3.829899549484253|0.0|1.0|0.0|0.0|0.0|0.0|0.0
When I decided to take a week s holiday without consulting the family first.|3.0|-3.910393714904785|-4.068855285644531|-3.3155908584594727|1.6993882656097412|-4.88984489440918|-1.8905028104782104|-3.618032455444336|0.0|0.0|0.0|1.0|0.0|0.0|0.0
A friend came to visit me and I was not there.|3.0|-3.239798069000244|-4.586668014526367|-3.3172476291656494|1.2685225009918213|-5.364865303039551|-2.001762866973877|-3.6993062496185303|0.0|0.0|0.0|1.0|0.0|0.0|0.0
During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable.|2.0|-4.5065765380859375|-4.9983978271484375|0.4721064567565918|-3.5490899085998535|-4.765641689300537|-2.2089784145355225|-0.8232879638671875|0.0|0.0|1.0|0.0|0.0|0.0|0.0
The landlord had selected a new lodger on her own, while we used to do that it was not what she had done, but how she did it that made me angry.|2.0|-3.56956148147583|-4.265619277954102|2.0461764335632324|-3.5415198802948|-3.540302276611328|-3.5179076194763184|-2.268284320831299|0.0|0.0|1.0|0.0|0.0|0.0|0.0
I had a class-mate who was rather stupid.  I did not like him but I respected him.  When he tried to talk to someone, they would not listen to him and I could not bear seeing this.|6.0|-3.211535930633545|-4.948033809661865|-0.8161308765411377|-3.5720386505126953|-5.089181423187256|-3.9299044609069824|0.6192935705184937|0.0|0.0|0.0|0.0|0.0|0.0|1.0
Some time ago I took the driving test. I did answer the theoretical questions very well, but I failed the practical driving test. It was my fault because I had not enough practice.|3.0|-3.326098918914795|-4.369053840637207|-3.293964385986328|2.0507712364196777|-4.663053512573242|-2.444310188293457|-3.3584182262420654|0.0|0.0|0.0|1.0|0.0|0.0|0.0
Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners.|6.0|-3.848667621612549|-4.098265647888184|-2.7841975688934326|-3.436225414276123|-3.7659599781036377|-3.3066630363464355|2.90453839302063|0.0|0.0|0.0|0.0|0.0|0.0|1.0
When the summer holiday job was almost over.|6.0|0.6948503255844116|-3.1672728061676025|-2.952216625213623|-4.052314758300781|-5.477588653564453|-4.32548713684082|-2.536959171295166|0.0|0.0|0.0|0.0|0.0|0.0|1.0
When I was punished in school for no serious mistake of mine.|2.0|-3.7849931716918945|-4.7950005531311035|1.4818819761276245|-2.7803306579589844|-4.7793378829956055|-2.596543073654175|-2.26590633392334|0.0|0.0|1.0|0.0|0.0|0.0|0.0
My teacher reminded us not to do a Summer job, however I did it for two months.  Yesterday I was chatting with my teacher and when we talked of the Summer job, I felt ashamed.|5.0|-3.6673943996429443|-3.413449764251709|-3.4873507022857666|-2.978186845779419|-3.6145081520080566|2.1795451641082764|-2.965394973754883|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When I was about 17 years old and I stole some pens from a stationery store because I didn't have enough money.|3.0|-4.434253692626953|-4.2611589431762695|-3.151273012161255|1.5226598978042603|-4.724599838256836|-1.8830666542053223|-3.4752535820007324|0.0|0.0|0.0|1.0|0.0|0.0|0.0
Whenever I see an alcoholic.|6.0|-3.4055349826812744|-3.606217384338379|-3.3068604469299316|-3.3588805198669434|-3.7549548149108887|-3.329880475997925|3.0114493370056152|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I feel this feeling most often before me not before the others. My outside is iron but actually I'm wasting away.|3.0|-4.062530040740967|-5.021927833557129|-2.5098400115966797|0.29089146852493286|-5.428818702697754|-0.6573747992515564|-2.5599308013916016|0.0|0.0|0.0|1.0|0.0|0.0|0.0
I said something especially stupid which I did not mean at all.|5.0|-4.093817710876465|-4.343893051147461|-4.273976802825928|0.37621644139289856|-4.114499568939209|-0.22162242233753204|-3.9940690994262695|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I once got a phone call stating "one of your friend is in jail, please come and see him".  When I went to the jail and saw him, I was disgusted.|6.0|-3.641242504119873|-3.3842411041259766|-3.4502463340759277|-3.3083982467651367|-3.6572422981262207|-3.3201041221618652|3.027252197265625|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I felt guilty at being part of the successful people. Felt guilty at being a student when other people were not. Guilt about being a potential success in various areas of society. (So stupid this emotion)|3.0|-3.2214717864990234|-3.9015555381774902|-3.5490782260894775|2.499176502227783|-3.6616954803466797|-2.4571826457977295|-3.360196590423584|0.0|0.0|0.0|1.0|0.0|0.0|0.0
My father who is very quiet discovered I was going out with a coloured boy. He called me names and was really upset.|5.0|-4.5500664710998535|-4.492068767547607|-0.6575936079025269|-2.933037281036377|-5.016298294067383|-0.29415690898895264|-2.4667372703552246|0.0|0.0|0.0|0.0|0.0|1.0|0.0
When I heard the bad news about the death of a close person.|6.0|-0.6810221076011658|-3.650716781616211|-3.0787582397460938|-3.6760072708129883|-5.574130058288574|-4.320862293243408|0.4225651025772095|0.0|0.0|0.0|0.0|0.0|0.0|1.0
After buying a ticket, I lost it before I reached my destination and the bus Inspector dropped me at a place I didn't know.|6.0|-4.578911781311035|-3.7025084495544434|-1.4064161777496338|-1.835280179977417|-5.652993202209473|-0.415036141872406|-3.2714624404907227|0.0|0.0|0.0|0.0|0.0|0.0|1.0
I met a dear friend of mine after a long time.  I expressed my feelings in our own usual way, by mutual scolding and abusing (with complete understanding) and by touching, patting and taking the hand of the other person, etc...|4.0|-4.214425086975098|-4.670375823974609|-4.128793239593506|-3.707284450531006|2.9265527725219727|-3.5233407020568848|-4.122040748596191|0.0|0.0|0.0|0.0|1.0|0.0|0.0
As a child - accidentally stepping on a pet guinea-pig - it dying.|3.0|-3.371696949005127|-4.396633148193359|-2.7304747104644775|0.3470056653022766|-5.973053932189941|-1.4214242696762085|-2.12451171875|0.0|0.0|0.0|1.0|0.0|0.0|0.0
A professor was going to read aloud in class a composition of mine in which I had criticized some political attitudes and also some class-mates.   I was ashamed at having written that.|5.0|-3.723863124847412|-3.4382853507995605|-3.422621488571167|-2.905089855194092|-3.6792490482330322|2.178149700164795|-2.9289278984069824|0.0|0.0|0.0|0.0|0.0|1.0|0.0
A friend told me about his cousin who is my girlfriend. He said she had treated him in a mean and nasty way. I was surprised because in front of other people she had always treated him in a friendly way. I am very sad about it.|0.0|2.717319965362549|-4.305908203125|-3.669092893600464|-3.472313404083252|-4.2776288986206055|-3.7556447982788086|-2.9495623111724854|1.0|0.0|0.0|0.0|0.0|0.0|0.0
At set-backs.|0.0|-3.061561107635498|-4.53764009475708|-1.709838628768921|-3.862501859664917|-4.3033905029296875|-2.3130593299865723|-0.4810501039028168|1.0|0.0|0.0|0.0|0.0|0.0|0.0
It is some years ago when my mother found me stealing relish in the pot. It was fresh fish which was very appetising.|3.0|-4.29123067855835|-4.569550514221191|-3.532370090484619|1.35552978515625|-4.488621711730957|-1.5972063541412354|-3.47712779045105|0.0|0.0|0.0|1.0|0.0|0.0|0.0
I didn't do an important job and it had an adverse effect on other people.|5.0|-4.360030174255371|-3.6304478645324707|-4.236199378967285|-0.865097165107727|-4.8381547927856445|-0.4138445556163788|-2.4677062034606934|0.0|0.0|0.0|0.0|0.0|1.0|0.0
I was angry about 3 months ago and I kicked backwards against the wall. It caved in and so I had to show it to my parents. I had been angry after my mother said something to me about not being able to find clothes in my size - something that I'm sensitive about. (6' 5'' 210)|5.0|-3.990816831588745|-4.247438430786133|1.5548088550567627|-2.507974624633789|-4.081498622894287|-2.6876487731933594|-3.827085018157959|0.0|0.0|0.0|0.0|0.0|1.0|0.0
